Name of Design,Instructions,Photo File Name
Caron_Adult_Crochet_Crew_Neck_Cardigan,"INSTRUCTIONS
The instructions are written for smallest size. If changes are necessary for larger sizes the instructions will be written thus ( ). Numbers for each size are shown 
ADUL T’S CROCHET CREW NECK CARDIGAN |  CROCHET   1 of 5ADUL T’S CROCHET CREW NECK CARDIGAN  |  CROCHET",Caron_Adult_Crochet_Crew_Neck_Cardigan.jpg
Bernat_Crochet_Blanket_And_Booties,"INSTRUCTIONS
BOOTIESWith smaller hook, ch 14.Sole: 1st rnd: (RS). 1 dc in 4th ch from
hook. 1 dc in each of next 9 ch. 5 dc inlast ch. Working into rem loop onopposite side of ch, 1 dc in each of next9 ch. 3 dc in last ch. Join with sl st to topof ch 3.2nd rnd: Ch 3. 1 dc in same sp as last sl
st. 2 dc in next dc. 1 dc in each of next 9dc. 2 dc in each of next 5 dc. 1 dc in eachof next 9 dc. 2 dc in each of last 3 dc.Join with sl st to top of ch 3.
Cont as follows:
Upper: 1st rnd: Ch 1, working in back
loop only of each st, 1 sc in same sp aslast sl st. 1 sc in each of next 12 sts. 1 hdc in each of next 3 sts. 1 dc in eachof next 4 sts. 1 hdc in each of next 3 sts.1 sc in each of next 15 sts. Join with sl stto first sc.2nd rnd: Ch 3. 1 dc in same sp as last
sl st. 1 dc in each of next 16 sts. (Yoh
and draw up a loop in next st. Yoh anddraw through 2 loops on hook) twice.Yoh and draw through all loops onhook – dc2tog made. Dc2tog over next 
2 sts. 1 dc in each of next 15 sts. 2 dc innext st. 1 dc in last st. Join with sl st totop of ch 3. 3rd rnd: Ch 3. 1 dc in each of next 
16 sts. (Dc2tog) twice. 1 dc in each of last17 sts. Join with sl st to top of ch 3. 4th rnd: Ch 1. 1 sc in same sp as last sl
st. 1 sc in each of next 11 sts. 1 hdc ineach of next 2 sts. (Dc2tog) 4 times. 1 hdc in each of next 2 sts. 1 sc in eachof next 12 sts. Join with sl st to first sc. 32 sts.5th rnd (eyelets): Ch 4. Miss first 2 sts.
*1 dc in next st. Ch 1. Miss next st. Repfrom * around. Join with sl st to 3rd ch ofch 4.6th rnd: Ch 1. 1 sc in same sp as last sl
st. *Ch 2. Miss next ch-1 sp. (Yoh and
draw up a loop. Yoh and draw through2 loops on hook) 3 times in next dc.Yoh and draw through all loops onhook – cluster made. Ch 2. Miss next ch-
1 sp. 1 sc in next dc. Rep from * aroundending with ch 2. Miss last ch-1 sp. Sl stin first sc. Fasten off.
Ties: (make 2). With larger hook and 
2 strands of yarn, make a chain 12 ins[30.5 cm] long. Fasten off. Weave tiesthrough eyelet rnd. Tie and trim asdesired.
BLANKET
With larger hook, ch 138.1st row: (WS). 1 sc in 2nd ch from hook.
*Ch 5. Miss next 3 ch. 1 sc in next ch.Rep from * across. Turn.2nd row: Ch 5. *1 sc in next ch-5 sp.
Ch 2. Cluster in next sc. (see 6th rnd of
Booties). Ch 2. 1 sc in next ch-5 sp. Ch 5. Rep from * across, ending with 1 sc
in last ch-5 sp. Ch 2. 1 dc in last sc. Turn.3rd row: Ch 1. 1 sc in first dc. *Ch 5.
1 sc in next cluster. Ch 5. 1 sc in next ch-5 sp. Rep from * across, ending with 1 sc in last turning ch-5 sp. Turn.4th row: Ch 5. *1 sc in next ch-5 sp. 
Ch 5. 1 sc in next ch-5 sp. Ch 2. Clusterin next sc. Ch 2. Rep from * acrossending with 1 sc in next ch-5 sp. Ch 2. 1 dc in last sc. Turn.5th row: Ch 1. 1 sc in first dc. *Ch 5. 
1 sc in next ch-5 sp. Ch 5. 1 sc in nextcluster. Rep from * across, ending with Ch 5. 1 sc in next ch-5 sp. Ch 5. 1 sc inlast turning ch-5 sp. Turn.Rep 2nd to 5th rows for pat until workfrom beg measures approx 37 ins [94 cm]ending on a WS row.
Cont as follows:
Edging: 1st rnd: Ch 3. 4 dc in first sc.
*3 dc in next ch-5 sp. 1 dc in next sc. Repfrom * across working 5 dc in last sc.Work 3 dc in sides of each turning ch and1 dc in side of each sc along side. 5 dc incorner. **3 dc in next ch-3 sp onfoundation ch. 1 dc in rem loop below scon foundation ch. Rep from ** acrossworking 5 dc in last sc. Work 3 dc in sidesof each turning ch and 1 dc in side ofeach sc along side. Join with sl st to topof ch 3.2nd rnd: Ch 4. 1 dc in next dc. (Ch 1. 
1 dc in next dc) twice. *Ch 1. Miss nextdc. 1 dc in next dc. Rep from * to nextcorner 5 dc. (Ch 1. 1 dc in next dc) 4 times.** Rep from * to ** twice more.***Ch 1. Miss next dc. 1 dc in next dc.Rep from *** to end of rnd, ending withch 1. Miss last dc. Join with sl st to 3rd chof ch 4.3rd rnd: Ch 1. 1 sc in same sp as last sl
st. *Ch 2. Miss next ch-1 sp. Cluster innext dc. Ch 2. Miss next ch-1 sp. 1 sc innext dc. Rep from * around, ending withch 2. Miss last ch-1 sp. Sl st in first sc.Fasten off. 
P.O. Box 40 Listowel ON  N4W 3H3
""home style… life style… your style.”",Bernat_Crochet_Blanket_And_Booties.jpg
Red_Heart_Cozy_Textured_Crochet_Cardigan,"INSTRUCTIONS
The instructions are written for 
smallest size. If changes are 
necessary for larger sizes the 
instructions will be written thus ( ). 
Numbers for each size are shown 
in the same color throughout the 
pattern. When only one number is 
given in black, it applies to all sizes. 
Approx = Approximately
Beg = Beginning
Ch = Chain(s)
Cont = Continue(ity)
Dc = Double crochet
Hdc = Half double crochet
Hdc2(3)tog = Yoh and draw up a 
loop in each of next 2(3) sts. Yoh 
and draw through all loops on 
hook.
Pat = PatternPM = Place marker
Rem = Remain(ing)
Rep = Repeat
RS = Right side
Sc = Single crochet
Scbl = Single crochet in back loop 
only.
Sl st = Slip stitch
St(s) = Stitch(es) 
WS = Wrong side
Y oh = Yarn over hook",Red_Heart_Cozy_Textured_Crochet_Cardigan.jpg
Caron_Seaside_Ripple_Crochet_Afghan,"INSTRUCTIONS
Note: To change colors, work to 
last 2 loops on hook of previous st, draw new color through last               2 loops and proceed.
Stripe Pat
With A -12 rows.With B - 6 rows.With C - 12 rows.With A - 6 rows.With B - 12 rows.With C - 6 rows.With A - 12 rows.These 66 rows form Stripe Pat.With A, ch 210.1st row: (RS). 1 dc in 3rd ch from hook (Skipped ch-2 does not count as st). (Skip next ch. 1 dc in next ch) 3 times. 5 dc in each of next 2 ch. 1 dc in next ch. *(Skip next ch.  
1 dc in next ch) 8 times. 5 dc in each of next 2 ch. 1 dc in next ch. Rep from * to last 8 ch. (Skip next ch. 1 dc in next ch) 4 times. Turn.      209 sts. 11 ripples. 2nd row: Ch 2 (does not count as st). 1 dc in first st. (Skip next dc.  
1 dc in next dc) 4 times. 5 dc in each of next 2 dc. 1 dc in next dc. *(Skip next dc. 1 dc in next dc)           8 times. 5 dc in each of next 2 dc.  
1 dc in next dc. Rep from * to last 8 sts. (Skip next dc. 1 dc in next st)  
4 times. Turn.First 2 rows of Stripe Pat are 
complete.
Keeping cont of Stripe Pat, rep last 
row until 66 rows of Stripe Pat are complete. Fasten off.",Caron_Seaside_Ripple_Crochet_Afghan.jpg
Bernat_Crochet_Mousie_Snood,"INSTRUCTIONS
The instructions are written for smaller size. 
If changes are necessary for larger size the 
instructions will be written thus (  ). When 
only one number is given, it applies to both 
sizes . For ease in working , circle all numbers 
pertaining to your size.
Note: Snood begins at face edge. 
With MC, ch 34 (38). Join in ring with sl st 
to first ch, being careful to not twist chain. 
1st rnd: Ch 2 (does not count as st). 1 hdc 
in each ch around. Join with sl st to first 
hdc. 34 (38) hdc.2nd rnd: Ch 1. 1 sc in each of next 4 hdc. 1 hdc in each of next 4 hdc. 1 dc in each 
of next 18 (22) hdc. 1 hdc in each of next 
4 hdc. 1 sc in each of last 4 hdc. Join with 
sl st to first sc. 3rd rnd: Ch 1. 1 sc in each of first 4 sc.  
1 hdc in each of next 4 hdc. 1 dc in each of next 18 (22) dc. 1 hdc in each of next  
4 hdc. 1 sc in each of last 4 sc. Join with  
sl st to first sc.Rep last rnd until work from beg down longer side measures 11 (13)” [ 28 (33) 
cm]. Fasten off. 
EARS
Outer Ear (make 2)With MC, ch 3. 1st rnd: 8 hdc in 3rd ch from hook. Join with sl st to first hdc. Fasten off. 
Inner Ear (make 2)
With A, ch 3. 1st rnd: 8 hdc in 3rd ch from hook. Join with sl st to first hdc. Fasten off. 
With WS of Outer and Inner Ears tog and 
with Inner Ear facing, join MC with sl st to any sc. 1st rnd: Working through both thicknesses, ch 1 and work sc evenly around outer edge of Ears. Join with sl st to first sc. Fasten off. Sew Ears in position as shown in photo.",Bernat_Crochet_Mousie_Snood.jpg
Phentex_Crochet_Simple_Flower_Pot_Cozy,"INSTRUCTIONS
Ch 4. Join with sl st to first ch to form ring. 
1st rnd: Ch 1. 8 sc in ring . Join with sl st 
to first sc.
2nd rnd: Ch 1. 2 sc in each sc around . Join 
with sl st to first sc. 16 sc.3rd rnd: Ch 1. *2 sc in next sc. 1 sc in next sc. Rep from * around . Join with sl st to 
first sc. 24 sc.4th rnd: Ch 1. *2 sc in next sc. 1 sc in each of next 2 sc. Rep from * around . Join with 
sl st to first sc. 32 sc.5th rnd: Ch 1. *2 sc in next sc. 1 sc in each of next 3 sc. Rep from * around . Join with 
sl st to first sc. 40 sc.6th rnd: Ch 1. *2 sc in next sc. 1 sc in each of next 4 sc. Rep from * around . Join with 
sl st to first sc. 48 sc.7th rnd: Ch 1. *2 sc in next sc. 1 sc in each of next 5 sc. Rep from * around . Join with 
sl st to first sc. 56 sc.8th rnd: Ch 1. *2 sc in next sc. 1 sc in each 
of next 6 sc. Rep from * around. Join with sl st to first sc. 64 sc.9th rnd: Ch 1. *2 sc in next sc. 1 sc in each of next 7 sc. Rep from * around. Join with sl st to first sc. 72 sc.
Note: To customize size, cont to inc  
8 sts  each rnd as established until desired 
diameter for bottom.
Next rnd: Ch 1. Working in back loops 
only, 1 sc in each sc around. Join with sl st to first sc. Place marker at end of rnd.Next rnd: Ch 1. 1 sc in each sc around. Join with sl st to first sc.Rep last rnd until work from marked rnd measures 5½"" [14 cm] or desired height. Fasten off.",Phentex_Crochet_Simple_Flower_Pot_Cozy.jpg
Bernat_Womans_Curvy_Crochet_Cowl_Pullover,"INSTRUCTIONS
The instructions are written for 
smallest size. I f changes are 
necessary for larger size(s) the 
instructions will be written thus ( ). Numbers for each size are shown in the same color throughout the 
pattern. When only one number is given in black, it applies to all sizes.
BACK and FRONT (make alike)
Beg at lower edge, ch 22 (26-30).1st row: (RS). 1 sc in 2nd ch from 
hook. *1 hdc in next ch. Sl st in next ch. Rep from * to last 2 ch.  
1 hdc in next ch. 1 sc in last ch. Turn. 21 (25-29) sts.2nd row: Ch 1. 2 sc in first st (inc  made). *Sl st in next hdc. 
1 hdc in next sl st. Rep from * to 
last 2 sts. Sl st in next hdc. 2 sc in last st (inc made). Turn.3rd row: Ch 1. 2 sc in first st (inc made). Sl st in next st. *1 hdc in next sl st. Sl st in next hdc. Rep from * to last 3 sts. 1 hdc in next sl st. Sl st in next st. 2 sc in last st (inc made). Turn.Approx = Approximate(ly)
Beg = Begin(ning)Ch = Chain(s)
Hdc  = Half double 
crochetInc = IncreasePat = Pattern
Rem = Remain(ing)Rep = RepeatRnd = RoundRS = Right sideSc = Single crochet
Sctbl = Single crochet through back loop only of next stitchSc2tog = Draw up a loop in each of next 2 stitches. Yoh and draw through all 3 loops on hookSl st = Slip stitchSp(s) = Space(s)St(s) = Stitch(es)WS = Wrong sideYo h  = Yarn over hook
WOMAN'S CURVY CROCHET COWL PULLOVER  |  CROCHET    1 of 3SKILL LEVEL:  EASY 
| CROCHET
BRC0129-009567M
GRANNY STRAWBERRY DISHCLOTH | CROCHET    1 of 1V-NECK VEST | KNIT
WOMAN'S CURVY CROCHET COWL PULLOVER  |  CROCHET    2 of 3WOMAN'S CURVY CROCHET COWL PULLOVER  |  CROCHET
Rep last row 16 times more, noting 
increased sts will be taken into Texture Pat. 57 ( 61-65) sts. Place 
marker at each end of last row.Next row: (WS). Ch 1. 1 sc in first st. Sl st in next st. *1 hdc in next  
sl st. Sl st in next hdc. Rep Texture Pattern from * to last 3 sts. 1 hdc in next sl st. Sl st in next st. 1 sc in last st. Turn.
Shape raglans: Next row: (RS). 
Sl st across first 3 sts. Ch 1. 1 sc in same sp as last sl st. Pat to last 3 sts. 1 sc in next st. Turn. Leave 
rem 2 sts unworked.Next row: Ch 1. 1 sc in first st. Pat to last st. 1 sc in last st. Turn.Next row: (RS). Ch 1. Sc2tog. Pat to last 2 sts. Sc2tog. Turn.Next 3 rows: Ch 1. 1 sc in first st. Pat to last st. 1 sc in last st. Turn.Rep last 4 rows 3 (2-2) times more. 
45 (51-55) sts.Next row: (RS). Ch 1. Sc2tog. Pat to last 2 sts. Sc2tog. Turn.Next row: Ch 1. 1 sc in first st. Pat to last st. 1 sc in last st. Turn.Rep last 2 rows 12 (14-16) times more. 19 (21-21) sts rem. Fasten 
off.SLEEVES
Cuff: Ch 10.
1st row: (RS). 1 sc in 2nd ch from 
hook. 1 sc in each ch to end of 
chain. Turn. 9 sts.
2nd row: Ch 1. 1 sctbl in each st 
to end of row . Turn.
Rep last row until Cuff (when 
sligh tly stret ched) measures 
appro x 9½ (10-11)"" [24 (25.5-
28) cm]. Do not fasten off.
Next row: (RS). Ch 1. Work 25 (25-
29) sc evenly across long edge of 
Cuff. Turn.
Nex t row : Ch 1. 1 sc in first sc.
*1 hdc in next sc. Sl st in next sc.Rep from * to last 2 sc. 1 hdc innext sc. 1 sc in last sc. Turn.Next row: Ch 1. 1 sc in first sc.
*Sl  st in next hdc. 1 hdc in nextsl st. Rep from * to last 2 sts. Sl stin next hdc. 1 sc in last sc. Turn.Next row: Ch 1. 1 sc in first sc.
*1 hdc in next sl st. Sl st in nexthdc. Rep from * to last 2 sts. 1 hdcin next sl st. 1 sc in last sc. Turn.Rep last 2 rows once more.Texture Pat is now in position.
Shape sides: Next row: Ch 1. 2 sc 
in first st (inc made). Pat to last st. 2 sc in last st (inc made). Turn.Rep last row 8 times more, noting 
increased sts will be taken into 
pat. 43 (43-47) sts.
Next row: ( WS). Ch 1. 1 sc in first 
sc. Pat to last st. 1 sc in last sc . Turn.
Shape raglans: Next row: (RS). 
Sl st across first 3 sts. Ch 1. 1 sc in same sp as last sl st. Pat to last 
3 sts. 1 sc in nex t st. Turn. Leave 
rem 2 sts unworked.
Next row: Ch 1. 1 sc in first st. Pat 
to last st. 1 sc in last st . Turn. 
Next row: (RS). Ch 1. Sc2tog. Pat 
to last 2 sts. Sc2tog . Turn.
Next 3 rows: Ch 1. 1 sc in first st. Pat to last st. 1 sc in last st . Turn. 
Rep last 4 row s 6 (6-7) times more. 
25 (25-27) sts.
Next row: (RS). Ch 1. Sc2tog. Pat 
to last 2 sts. Sc2tog . Turn.
Next row: Ch 1. 1 sc in first st. Pat 
to last st. 1 sc in last st . Turn. 
Rep last 2 rows 6 times more.  
11 (11-13) sts rem. Fasten off.
FINISHING
Sew raglan seams. Sew side and 
sleeve seams, leaving side seams 
open below markers.
Lower edging: 1st rn d: (RS). Join 
yarn with sl st in right side seam. Work sc evenly around all curved 
edges of Front and Back. Join with sl st to first sc. 2nd rnd: Ch 1. 1 sc in each sc around. Join with sl st to first sc.3rd rnd: Ch 1. Working from left to right, instead of from right to left as usual, work 1 reverse sc in each sc 
around. Join with sl st to first sc. Fasten off.
Collar
Ch 19 (19-21).1st row: (RS). 1 sc in 2nd ch from hook. 1 sc in each ch to end of chain. Turn. 18 (18-20) sts.
2nd row: Ch 1. 1 sctbl in each st to end of row. Turn.Rep 2nd row until work from beg measures length to fit around neck edge, ending on a WS row and sewing in position with ease as you work, beg at left back raglan seam. Fasten off. Sew Collar seam.
Reverse sc Diagram
BRC0129-009567M
GRANNY STRAWBERRY DISHCLOTH | CROCHET    1 of 1V-NECK VEST | KNIT
WOMAN'S CURVY CROCHET COWL PULLOVER  |  CROCHET    3 of 3WOMAN'S CURVY CROCHET COWL PULLOVER  |  CROCHET
8½ - 9 - 9 
25 - 27 - 295 - 5 - 5½
9 - 11 - 13 
9½ - 10 - 1111 - 11 - 1319 - 19 - 21 
818
1819½
6½
4½181819½2626
27½2929
31½BODY8½ - 9 - 9
25 - 27 - 295 - 5 - 5½ 
9 - 11 - 13
9½ - 10 - 11 11 - 11 - 13 19 - 19 - 21  
8181819½
6½
4½181819
½2626
27½2929
31½SLEEVE
BRC0129-009567M",Bernat_Womans_Curvy_Crochet_Cowl_Pullover.jpg
Caron_Braided_Cable_Crochet_Blanket,"INSTRUCTIONS
   See diagram on page 3. 
Ch 141. 
S
et Up Pat:
1st row: ( WS). 1 dc in 4th ch from 
hook (counts as 2 dc). 1 dc in each 
ch t o end of chain. Tur n. 139 dc.2nd row: (RS). Ch 1. 1 sc in each 
of fi  rst 2 sts. (1 dcfp around post 
of next dc) twice. *1 sc in each of next 5 sts.  Ch 1. Skip next 
st. 1 sc in each of next 5 sts.** 
(1 dcfp around post of next 
dc) 9 times. Rep from * to last
4 sts, ending last rep at **.  (1 dcfp
around post of next dc) twice.
1 sc in each of last 2 sts. Turn.
3rd row:  Ch 1. 1 sc in each st and
ch across. Turn.Alt = Alternate(ing)Approx = ApproximatelyBeg  = BeginningCh = Chain(s)Cont = Continue(ity)Dc = Double crochetDcfp = Yoh and draw up a loop around post of indicated stitch, inserting hook from front to back to front. (Yoh and draw through 2 loops on hook) twice.Pat = PatternRep = RepeatRS = Right sideSc = Single crochetSp = SpaceSt(s) = Stitch(es)Tog = TogetherTr = Treble crochetTrfp = (Yoh) twice and draw up a loop around post of indicated stitch, inserting hook from front to back to front. (Yoh and draw through 2 loops on hook) 3 times. WS  = Wrong sideY oh = Yarn over hook ABBREVIATIONS

CAC0502-025922M  |  March 12, 2020 BRAIDED  CABLE CROCHET BLANKET | CROCHET   2 of 3
BRAIDED CABLE CROCHET BLANKET  | CROCHETProceed as follows: 
1st row:  (RS). Ch 1. 1 sc in each 
of first 2 sts. (1 dcfp around 
post of next dcfp 2 rows below) 
t
wice . *1 sc in each of nex t 3 sts. 
Working in front of row, 1 tr in next 
skipped sc 2 rows below. Skip 
next st (behind tr). 1 sc in next 
sc
. Ch 1. Skip next sc. 1 sc in next 
sc. Work ing in fr ont of row , 1 tr in 
same skipped sc 2 rows below 
as last tr. Skip next sc (behind 
tr). 1 sc in each of next 3 sts.** 
Sk
ip next 3 sts. (1 trfp around 
post of ne
xt dcfp 2 rows below) 
3 times. Working in front of 3 trfp 
just made, 1 trfp around post of 
each of 3 skipped dcfp 2 rows 
belo
w. (1 dcfp around post of of 
ne
xt dcfp 2 rows below) 3 times. 
Rep from * to last 4 sts, ending 
last r ep a t **. (1 dc fp around post 
of next dcfp 2 rows below) twice. 
1 sc in each of last 2 sts . Turn. 
2nd and alt rows: Ch 1. 1 sc in 
each st and ch-1 sp acr
oss. Turn.  
3r
d ro w: Ch 1. 1 sc in each of first 
2 sts. (1 dcfp around post of next 
dcfp 2 rows below) twice. *1 sc 
in each of next 3 sts. Working in 
fr
ont of row, 1 tr in next skipped sc 
2 r
ows below. Skip next sc (behind tr). 1 sc in next sc. Ch 1. Skip next 
sc. 1 sc in next sc. Working in 
front of row, 1 tr in same skipped 
sc 2 rows below as last tr. Skip 
next sc (behind tr). 1 sc in each 
of next 3 sts.** (1 dcfp around 
post of next trfp 2 rows below) 
6 times. (1 dcfp around post of 
next dcfp 2 rows below) 3 times. 
Rep from * to last 4 sts, ending 
last rep at **. (1 dcfp around post 
of next dcfp 2 rows below) twice. 
1 sc in each of last 2 sts. Turn. 
5th row: Ch 1. 1 sc in each of first 
2 sts. (1 dcfp around post of next 
dcfp 2 rows below) twice. *1 sc 
in each of next 3 sts. Working in 
front of row, 1 tr in next skipped sc 
2 rows below. Skip next sc (behind 
tr). 1 sc in next sc. Ch 1. Skip next 
sc. 1 sc in next sc. Working in front 
of row, 1 tr in same skipped sc 
2 rows below as last tr. Skip next 
sc (behind tr). 1 sc in each of next 
3 sts.** (1 dcfp around post of next 
dcfp 2 rows below) 3 times. Skip 
next 3 sts.  (1 trfp around post of 
next dcfp 2 rows below) 3 times. 
Working behind 3 trfp just made, 
1 trfp around post of each of 3 
skipped dcfp 2 rows below. Rep 
from * to last 4 sts, ending last rep at **. (1 dcfp around post of next dcfp 2 rows below) twice. 
1 sc in each of last 2 sts. Turn. 
7th row: Ch 1. 1 sc in each of first 
2 sts. (1 dcfp around post of next 
dcfp 2 rows below) twice. *1 sc 
in each of next 3 sts. Working in 
front of row, 1 tr in next skipped sc 
2 rows below. Skip next sc (behind 
tr). 1 sc in next sc. Ch 1. Skip next 
sc. 1 sc in next sc. Working in 
front of row, 1 tr in same skipped 
sc 2 rows below as last tr. Skip 
next sc (behind tr). 1 sc in each 
of next 3 sts.** (1 dcfp around 
post of next dcfp 2 rows below) 
3 times. (1 dcfp around post of 
next trfp 2 rows below) 6 times. 
Rep from * to last 4 sts, ending 
last rep at **. (1 dcfp around post 
of next dcfp 2 rows below) twice. 
1 sc in each of last 2 sts. Turn. 
8th row: Ch 1. 1 sc in each st and 
ch-1 sp across. Turn.
These 8 rows form pat. Cont in 
pat until work from beg measures 
approx 55"" [139.5 cm], ending on a 3rd or 7th row. 
Next row:  Ch 3 (counts as dc). 
1 dc in each st and ch-1 sp across. 
Fasten off.Fringe 
Cut lengths of yarn 12"" [30.5 cm] 
long. Taking 6 strands tog, knot 
into fringe evenly across each 
end of Blanket. Trim fringe evenly.
Fringe: Cut yarn 10 to 14 ins [25.5 to 35.5 cm] long. Taking 2 or 3 strands together for each 
fringe knot into fringe across cast on and cast oﬀ edges. Trim fringe evenly.
CAC0502-025922M  |  March 12, 2020 BR AIDED CABLE CROCHET BLANKET | CROCHET   3 of 3
BRAIDED CABLE CROCHET BLANKET  | CROCHET3246810
2
113579Set-up
PatternREPEAT
REDUCED SAMPLE OF PATTERN
= front post dc (dcfp)
= front post tr (trfp)STITCH KEY
= chain (ch)
= double crochet (dc)
= treble crochet (tr)= single crochet (sc)",Caron_Braided_Cable_Crochet_Blanket.jpg
Bernat_Adorable_Pompom_Crochet_Hat,"INSTRUCTIONS
 Ch 30 (32). 
1st row : 1 sc in 2nd ch from hook.  
1 sc in each ch to last 4 ch.  Sl st in 
each of last 4 ch. Turn.  
2nd row: Ch 1.  Sl st in each of 
first 4 sts.  1 scbl in each st to end 
of row . Turn.  
3rd ro w:  Ch 1. 1 scbl in each st 
to last 4 sts.  Sl st in each of last  4 sts . Turn.
Rep 2nd and 3rd rows until work 
measur es 16 (17)"" [40.5 (43) cm]. 
Fasten off, leaving a long end.   Weav e end through last sl st of 
each row along top edge and gather tightly.  Sew back seam.  Pompoms (make 2)Wind yarn around 4 fingers approx 100 times.  Remove from fingers and tie tightly in center. Cut through each side of loops. Trim to smooth round shape. Attach pompom to each side of Hat as shown in photo.SKILL LEVEL:  EASY 
| CROCHET",Bernat_Adorable_Pompom_Crochet_Hat.jpg
Bernat_Crochet_Prayer_Shawl,"INSTRUCTIONS
Beg at point, ch 5.
1st r ow: (RS). (Yoh and draw up
a loop. Yoh and draw through
2 loops on hook) 3 times in 5th ch from hook. Yoh and draw  
through all loops on hoo k –
cluster made. Ch 2. 1 dc in same 
ch. Turn.
2nd  row: Ch 4. Cluster in first
ch-2 sp. Ch 1. (1 sc. Ch 3. Cluster. 
Ch 2. 1 dc) in turning ch sp. Turn.  
3rd row: C h 4. Cluster in first
ch-2 sp. Ch 1. (1 sc. Ch 3. Cluster) 
in next ch-3 sp. Ch 1. (1 sc. Ch 3. 
Cluster. Ch 2. 1 dc) in turning ch sp. 
Turn. 3 clusters.4th row:  Ch 4. Cluster in first
ch-2 sp. Ch 1. *(1 sc. Ch 3. Cluster)
in next ch-3 sp. Ch 1. Rep from *to last turning ch sp. (1 sc. Ch 3.Cluster. Ch 2. 1 dc) in turning ch sp.Turn.Rep last row until there are 61 clusters in row. Fasten off.",Bernat_Crochet_Prayer_Shawl.jpg
Caron_Crochet_Soft_Stripes_Throw,"INSTRUCTIONS
Notes:  Cozy is worked lengthwise.
Ch 2 at beg of rows does not 
count as st. 
Ch 3 at beg of rows counts as dc. 
Basket Weave Panel  (make 4)
With A, ch 13.
1st row:  (RS). 1 sc in 2nd ch from 
hook and in each ch to end of 
chain. Turn. 12 sc.
2nd row:  Ch 3. 1 dc in each sc to 
end of row. Turn.
3rd row:  Ch 3. (Trfp around each 
of next 2 dc. Trbp around each of 
next 2 dc) twice. Trfp around each 
of next 2 dc. 1 dc in last dc. Turn. 
4th row:  Ch 2. 1 hdc in first dc. 
(Dcbp around each of next 2 sts. 
Dcfp around each of next 2 sts) 
twice. Dcbp around each of next 
2 sts. 1 hdc in last st. Turn. 
5th row:  Ch 3. (Trbp around each 
of next 2 sts. Trfp around each of 
next 2 sts) twice. Trbp around each 
of next 2 sts. 1 dc in last st. Turn. 
6th row:  Ch 2. 1 hdc in first dc. 
(Dcfp around each of next 2 sts. 
Dcbp around each of next 2 sts) 
twice. Dcfp around each of next 
2 sts. 1 hdc in last dc. Turn. 
Rep 3rd to 6th rows 26 times, 
then 3rd to 5th rows once.Next row:  Ch 1. 1 sc in each st to 
end of row. Do not turn.
Side Edging: 1st row: Ch 1. Work 
170 sc across side edge of panel. 
Fasten off. 
Join A with sl st to corner of 
opposite side edge. Ch 1. Work 
170 sc across opposite side edge 
of panel Fasten off.
Post and Shell Panel (make 3)
With B, ch 22.
1st row:  (RS). 1 sc in 2nd ch from 
hook and in each ch to end of 
chain. Turn. 21 sc.
2nd row:  Ch 3. (1 dc in next sc. 
Skip next 2 sc. Shell in next sc. 
Skip next 2 sc) 3 times. 1 dc in 
each of last 2 sc. Turn. 3 shells.
3rd row:  Ch 2. 1 hdc in first dc. 
(Dcbp around next st. ch 2. Skip 
next 2 dc. 1 sc in center dc of next 
shell. Ch 2. Skip next 2 dc) 3 times. 
Dcbp around next st.1 hdc in 
last dc. Turn. 
4th row:  Ch 3. (Dcfp around 
next st. Skip next ch 2 sp. Shell in 
next sc. Skip next ch 2 sp) 3 times. 
Dcfp around next st. 1 dc in 
last hdc. Turn. 
Rep 3rd and 4th rows 54 times, 
then 3rd row once.Next row:  Ch 1. 1 sc in each of 
first 2 sts. 1 sc in each st and ch to 
end of row. Do not  turn. 21 sc.
Side Edging:  Work as given for 
Basket Weave Panel side edging.
Shell and Popcorn Panel (make 2)
With C, ch 18.
1st row:  (RS). 1 sc in 2nd ch from 
hook and in each ch to end of 
chain. Turn. 17 sc.
2nd row:  Ch 1. 1 sc in first sc. 
(skip next 3 sc. Ch 1. Open-shell 
in next sc. Skip next 3 sc. Ch 1. 
1 sc in next sc) twice. Turn. 
3rd row:  Ch 6 (counts as dc and 
ch 3). 1 sc in center dc of next 
open-shell. Ch 3. Popcorn in 
next sc. Ch 4. 1 sc in center dc 
of next open-shell. Ch 3. 1 dc in 
last sc. Turn. 
4th row:  Ch 1. 1 sc in first dc. Ch 1. 
Open-shell in next sc. Ch 1. 1 sc in 
top of next sc. Ch 1. Open-shell 
in next sc. Ch 1. 1 sc in 3rd ch of 
turning ch. Turn. 
Rep 3rd and 4th rows 54 times, 
then 3rd row once.
Next row:  Ch 1. 1 sc in each of 
first 2 sts. 1 sc in each st and ch to 
end of row. Do not  turn. 21 sc.Side Edging:  Work as given for 
Basket Weave Panel side edging.
FINISHING
Following assembly diagram, sew 
panels tog using whipstitch.",Caron_Crochet_Soft_Stripes_Throw.jpg
